words	pos	ner
"['I', 'ca', 'n', ""'"", 't', 'believe', 'all', 'of', 'the', 'detail', 'that', 'went', 'into', 'this', '!', '!', '!', 'If', 'this', 'is', 'anything', 'like', 'what', 'Star', 'Wars', 'Land', 'is', 'going', 'to', 'be', ',', 'I', 'ca', 'n', ""'"", 't', 'wait', '!', '!', '!']"	['PRP', 'MD', 'VB', 'POS', 'NNS', 'VBP', 'DT', 'IN', 'DT', 'NN', 'WDT', 'VBD', 'IN', 'DT', '.', '.', '.', 'IN', 'DT', 'VBZ', 'NN', 'IN', 'WP', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBG', 'TO', 'VB', ',', 'PRP', 'MD', 'VB', 'POS', 'JJ', 'NN', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['I', 'wish', 'I', 'grew', 'up', 'in', 'Finland']	['PRP', 'VBP', 'PRP', 'VBD', 'RP', 'IN', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'B-location']
['That', 'freaking', 'place', 'is', 'scary', '.', 'I', 'got', 'my', 'serpintine', 'belt', 'cut', 'off', 'in', 'Compton', '.', 'But', 'they', 'struck', 'out', '.', 'I', 'carry', 'a', 'spare', ',', 'and', 'was', 'out', 'of', 'there', 'in', '15', 'minutes', '.', 'Never', 'to', 'return', '.', 'It', 'is', 'a', 'cesspool', '.']	['DT', 'VBG', 'NN', 'VBZ', 'JJ', '.', 'PRP', 'VBD', 'PRP$', 'NN', 'NN', 'VBD', 'RP', 'IN', 'NNP', '.', 'CC', 'PRP', 'VBD', 'RP', '.', 'PRP', 'VBP', 'DT', 'NN', ',', 'CC', 'VBD', 'IN', 'IN', 'EX', 'IN', 'CD', 'NNS', '.', 'RB', 'TO', 'VB', '.', 'PRP', 'VBZ', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Stop', 'vlogging', 'and', 'driving', 'asshole']	['NNP', 'NN', 'CC', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O']
['The', 'language', 'is', 'in', 'Arabic', 'in', 'my', 'TV']	['DT', 'NN', 'VBZ', 'IN', 'NNP', 'IN', 'PRP$', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['its', 'a', 'glitch', 'the', 'rc', 'var', 'thing']	['PRP$', 'DT', 'NN', 'DT', 'NN', 'JJ', 'NN']	['O', 'O', 'O', 'O', 'B-product', 'I-product', 'O']
['Third', 'times', 'a', 'charm', '!']	['NNP', 'VBZ', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O']
['WHY', 'IS', 'HE', 'SO', 'HOT', '?', '!']	['WRB', 'VBZ', 'NNP', 'NNP', 'NNP', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['what', 'will', 'happen', 'if', 'your', 'head', 'once', 'opened', 'and', 'once', 'your', 'brain', 'touch', '(', 'Brain', 'surgery', ')']	['WP', 'MD', 'VB', 'IN', 'PRP$', 'NN', 'RB', 'VBN', 'CC', 'RB', 'PRP$', 'NN', 'NN', '(', 'NNP', 'NN', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['that', ""'"", 's', 'da', 'girl', 'from', 'Orange', 'is', 'the', 'new', 'black', '.']"	"['DT', ""''"", 'JJ', 'NNS', 'NN', 'IN', 'NNP', 'VBZ', 'DT', 'JJ', 'JJ', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O']
['fuck', 'yeah', 'cant', 'wait', 'for', 'june', '9', 'th']	['JJ', 'NN', 'NN', 'NN', 'IN', 'NN', 'CD', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['I', 'love', 'this', 'song', '!', 'Check', 'out', 'the', 'video', 'Abbey', 'and', 'I', 'posted', '!', '!']	['PRP', 'VBP', 'DT', 'NN', '.', 'VB', 'IN', 'DT', 'NN', 'NNP', 'CC', 'PRP', 'VBD', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O']
"['""', 'Oh', ',', 'I', 'remember', 'things', 'now', '""', '=', 'They', 'finally', 'held', 'up', 'the', 'cue', 'card', '.', 'Come', 'on', ',', 'girl', '.']"	['NN', 'NNP', ',', 'PRP', 'VBP', 'NNS', 'RB', 'VBP', 'NN', 'PRP', 'RB', 'VBD', 'RP', 'DT', 'NN', 'NN', '.', 'NNP', 'IN', ',', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['I', 'only', 'pressed', 'this', 'because', 'i', 'saw', 'Idris', 'Elba']	['PRP', 'RB', 'VBD', 'DT', 'IN', 'NN', 'VBD', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person']
"['Wow', '.', 'that', ""'"", 's', 'a', 'great', 'phone', '.', 'i', 'love', 'the', 'video', '.', 'its', 'so', 'detail', '.', 'because', 'you', 'always', 'mention', 'every', 'single', 'specification', '.']"	"['NNP', '.', 'IN', ""''"", 'VB', 'DT', 'JJ', 'NN', '.', 'NN', 'VBP', 'DT', 'NN', '.', 'PRP$', 'RB', 'NN', '.', 'IN', 'PRP', 'RB', 'VBP', 'DT', 'JJ', 'NN', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hi', 'everyone', 'I', 'just', 'started', 'a', 'Battlefield', 'Channel', 'anyone', 'got', 'any', 'suggestions', 'for', 'a', 'Battlefield', '1', 'video', '?', 'who', 'ever', 'replies', 'gets', 'a', 'shoutout', 'on', 'the', 'video', '!', '(', 'Dont', 'take', 'this', 'a', 'advertisment', 'only', 'need', 'ideas', '!', ')']	['NNP', 'NN', 'PRP', 'RB', 'VBD', 'DT', 'NNP', 'NNP', 'NN', 'VBD', 'DT', 'NNS', 'IN', 'DT', 'NNP', 'CD', 'NN', '.', 'WP', 'RB', 'VBZ', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', '.', '(', 'NNP', 'VB', 'DT', 'DT', 'NN', 'RB', 'VB', 'NNS', '.', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['sterling', 'you', 'gone', 'too', 'far', 'enuh', 'ute', 'ð\x9f\x98\x82', 'ð\x9f\x98\x82', 'ð\x9f\x98\x82']	['NN', 'PRP', 'VBN', 'RB', 'RB', 'JJ', 'JJ', 'NN', 'NNP', 'NN']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['YAY', '2', 'M', 'SUBS']	['$', 'CD', 'NNP', 'NNP']	['O', 'O', 'O', 'O']
"['Murphy', ""'"", 's', 'law', ':', 'Everything', 'that', 'could', 'go', 'wrong', 'will', 'go', 'wrong']"	['NNP', 'POS', 'JJ', 'NN', ':', 'NN', 'WDT', 'MD', 'VB', 'JJ', 'MD', 'VB', 'JJ']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Luv', 'the', 'vids']	['NNP', 'DT', 'NNS']	['O', 'O', 'O']
['I', 'think', 'the', 'original', 'sounds', 'better', '#', 'GazaGenahsyde']	['PRP', 'VBP', 'DT', 'JJ', 'NNS', 'RBR', '#', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Awesome', 'video', '.', 'The', 'girls', 'are', 'super', 'mega', 'cute', '<', '3']	['NNP', 'NN', '.', 'DT', 'NNS', 'VBP', 'JJ', 'JJ', 'NN', 'VBD', 'CD']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Primer', 'hokage', ':', 'v']	['JJ', 'NN', ':', 'NN']	['O', 'O', 'O', 'O']
['throwing', 'a', 'donnunt', '.', '.', '.', 'talking', 'about', 'NK']	['VBG', 'DT', 'NN', '.', '.', '.', 'VBG', 'IN', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'Dodge', 'Cuda', '""', '.', '.', '.', '?']"	['NN', 'NNP', 'NNP', 'NNP', '.', '.', '.', '.']	['O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O']
['This', 'is', 'best', 'song', 'of', '2017', 'Girl', 'is', 'very', 'beautiful', 'boy', 'is', 'very', 'handsome']	['DT', 'VBZ', 'JJS', 'NN', 'IN', 'CD', 'NNP', 'VBZ', 'RB', 'JJ', 'NN', 'VBZ', 'RB', 'JJ']	['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Niskanen', 'should', 'have', 'said', '""', 'I', 'â\x80\x99', 've', 'gotten', 'those', 'before', '.', 'They', 'don', 'â\x80\x99', 't', 'feel', 'good', '.', 'â\x80\x9d']"	['NNP', 'MD', 'VB', 'VBD', 'NNP', 'PRP', 'VBP', 'JJ', 'NNS', 'DT', 'IN', '.', 'PRP', 'VBP', 'JJ', 'NN', 'NN', 'JJ', '.', 'VB']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['The', 'sangoma', 'guy', 'is', 'a', 'neat', 'freak', 'yhoooo']	['DT', 'NN', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NN']	['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']
['I', 'saw', 'you', 'through', 'Bridget', 'but', 'I', 'like', 'you']	['PRP', 'VBD', 'PRP', 'IN', 'NNP', 'CC', 'PRP', 'VBP', 'PRP']	['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']
['This', 'is', 'Diah', 'Diah', 'has', 'no', 'freinds', 'I', 'like', '=', '1', 'freind']	['DT', 'VBZ', 'NNP', 'NNP', 'VBZ', 'DT', 'NNS', 'PRP', 'VBP', 'RB', 'CD', 'NN']	['O', 'O', 'B-person', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['6', ':', '50', 'No', 'sex', 'tonight', 'Krillin', '.']	['CD', ':', 'CD', 'NNP', 'NN', 'NN', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']
"['Biker', 'looks', 'for', 'plate', 'on', 'back', 'of', 'the', 'Kenworth', 'when', 'Semis', 'are', 'n', ""'"", 't', 'needed', 'to', 'have', 'one', 'on', 'the', 'back', 'lol']"	['NNP', 'VBZ', 'IN', 'NN', 'IN', 'NN', 'IN', 'DT', 'NNP', 'WRB', 'NNP', 'VBP', 'JJ', 'POS', 'NN', 'VBN', 'TO', 'VB', 'CD', 'IN', 'DT', 'NN', 'NN']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['BOOK', 'not', 'movie', 'hahaha']	['NNP', 'RB', 'NN', 'NN']	['O', 'O', 'O', 'O']
['Is', 'it', 'me', 'or', 'does', 'number', '11', 'look', 'like', 'ian', 'connor', '?']	['VBZ', 'PRP', 'PRP', 'CC', 'VBZ', 'NN', 'CD', 'NN', 'IN', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']
['HOLIDAY', 'ROOOOOOOOOOAAAAAAAAAAAAAAAAAAAAAAAAADDDDDDDDDDDDDD']	['NNP', 'NNP']	['B-creative-work', 'I-creative-work']
"['Awwwww', 'Didga', 'â\x9d¤', 'ð\x9f\x98\x8d', 'so', 'cute', 'baby', '!', 'I', 'want', 'to', 'hug', 'her', 'and', 'squish', 'her', 'until', 'she', 'meows', ',', 'she', ""'"", 's', 'irresistible', '!']"	"['NNP', 'NNP', 'NNP', 'NNP', 'IN', 'JJ', 'NN', '.', 'PRP', 'VBP', 'TO', 'VB', 'PRP$', 'CC', 'JJ', 'PRP$', 'IN', 'PRP', 'VBZ', ',', 'PRP', ""''"", 'JJ', 'JJ', '.']"	['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['no', 'pine', 'nuts', '?']	['DT', 'NN', 'NNS', '.']	['O', 'B-product', 'I-product', 'O']
['black', ',', 'green', 'and', 'gold', '.', '.', '.', '.', '.', 'up', 'up', 'up', 'mi', 'seh', 'ð\x9f\x98\x89', 'ð\x9f\x98\x89', 'ð\x9f\x98\x89', 'ð\x9f\x98\x89']	['JJ', ',', 'JJ', 'CC', 'NN', '.', '.', '.', '.', '.', 'RP', 'RP', 'RB', 'RB', 'JJ', 'NNP', 'NNP', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['This', 'is', 'just', 'a', 'Subaru', 'and', 'Chrysler', 'advertisement', '.']	['DT', 'VBZ', 'RB', 'DT', 'NNP', 'CC', 'NNP', 'NN', '.']	['O', 'O', 'O', 'O', 'B-product', 'O', 'B-product', 'O', 'O']
['STOP', 'TRAMPOLINE', 'VS', '!', '!', 'YOU', 'JusT', 'DESTROY', 'YOUR', 'TRAMP', 'BY', 'DOING', 'THIS']	['NNP', 'NNP', 'NNP', '.', '.', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']	['O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O']
['OMG', 'your', 'face', 'is', 'so', 'ugry', 'and', 'look', 'like', 'troll', 'face', 'in', 'your', 'start', 'video', 'Ssundee']	['IN', 'PRP$', 'NN', 'VBZ', 'RB', 'JJ', 'CC', 'VBP', 'IN', 'NN', 'NN', 'IN', 'PRP$', 'NN', 'NN', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']
['This', 'is', 'like', 'a', '2017', 'version', 'of', 'a', 'Busta', 'Rhymes', 'video', ',', 'especially', 'around', '2', ':', '42']	['DT', 'VBZ', 'IN', 'DT', 'CD', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NN', ',', 'RB', 'IN', 'CD', ':', 'CD']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Glenda', 'is', 'related', 'to', 'Ayanda']	['NNP', 'VBZ', 'VBN', 'TO', 'NNP']	['B-person', 'O', 'O', 'O', 'B-person']
['dude', 'that', 'looks', 'awesome', '!', 'i', 'can', 'play', 'ps', '4', 'anywhere', 'with', 'that', '!', 'great', 'vid', 'man', '!']	['NN', 'WDT', 'VBZ', 'JJ', '.', 'NN', 'MD', 'VB', 'RB', 'CD', 'RB', 'IN', 'DT', '.', 'JJ', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ur', 'guys', 'are', 'awesome', '!']	['NNP', 'NNS', 'VBP', 'JJ', '.']	['O', 'O', 'O', 'O', 'O']
['Was', 'Mortdecai', 'rly', 'so', 'bad', '?', 'i', 'thougt', 'it', 'was', 'ok', ',', 'seen', 'way', 'more', 'floppy', 'films', 'then', 'Mortdecai', '.']	['NNP', 'NNP', 'RB', 'RB', 'JJ', '.', 'NN', 'VBD', 'PRP', 'VBD', 'JJ', ',', 'VBN', 'NN', 'RBR', 'JJ', 'NNS', 'RB', 'NNP', '.']	['O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O']
"['Where', ""'"", 's', 'Kishan', '?']"	"['WRB', ""''"", 'NN', 'NNP', '.']"	['O', 'O', 'O', 'B-person', 'O']
['thanks', 'obama', '!']	['NNS', 'VBP', '.']	['O', 'B-person', 'O']
"['Nigga', ""'"", 's', 'rings', 'shining', 'brighter', 'than', 'my', 'future', '.']"	['NNP', 'POS', 'JJ', 'NNS', 'VBG', 'NN', 'IN', 'PRP$', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Girl', 'you', 'need', 'to', 'try', 'It', 'cosmetics', 'superhero', 'eslastic', 'stretch', 'mascara', '.', 'It', ""'"", 's', 'the', 'best', '.']"	"['NNP', 'PRP', 'VBP', 'TO', 'VB', 'PRP', 'NNS', 'RBR', 'JJ', 'NN', 'NN', '.', 'PRP', ""''"", 'VBZ', 'DT', 'JJS', '.']"	['O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'I-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['It', 'has', 'to', 'be', 'true', '.', 'You', 'ca', 'n', ""'"", 't', 'make', 'this', '@', '$', '&', '@', 'up', '!']"	['PRP', 'VBZ', 'TO', 'VB', 'JJ', '.', 'PRP', 'MD', 'VB', 'POS', 'NNS', 'VBP', 'DT', 'NNP', '$', 'CC', 'NNP', 'RP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Fuck', 'Leto', '.', 'Ledgend', 'lives', 'on']	['NNP', 'NNP', '.', 'NNP', 'VBZ', 'IN']	['O', 'B-person', 'O', 'O', 'O', 'O']
['Altho', 'i', 'dont', 'like', 'Hitler', 'tbh', 'he', 'saved', 'cod']	['NNP', 'VBP', 'VBP', 'IN', 'NNP', 'NN', 'PRP', 'VBD', 'NN']	['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']
['IS', 'THAT', 'IDRIS', '?', '!', '!', 'black', 'british', 'actors', 'pull', 'upp', '!', '!']	['VBZ', 'DT', 'NNP', '.', '.', '.', 'JJ', 'JJ', 'NNS', 'VBP', 'JJ', '.', '.']	['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bye', 'Capwin', '!']	['NNP', 'NNP', '.']	['O', 'B-person', 'O']
['When', 'I', 'was', 'a', 'kid', 'my', 'Dad', 'shot', 'me', 'in', 'the', 'head', 'with', 'a', 'real', 'gun', ',', 'killing', 'me', 'instantly', ',', 'but', 'it', 'made', 'me', 'a', 'stronger', 'person', '!']	['WRB', 'PRP', 'VBD', 'DT', 'NN', 'PRP$', 'NNP', 'NN', 'PRP', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'VBG', 'PRP', 'RB', ',', 'CC', 'PRP', 'VBD', 'PRP', 'DT', 'JJR', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Game', 'of', 'Thrones', 'is', 'not', 'based', 'on', 'earth', 'js']	['NN', 'IN', 'NNP', 'VBZ', 'RB', 'VBN', 'IN', 'NN', 'NN']	['B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'B-location', 'O']
['RIP', 'turtle', 'cam', '.']	['NNP', 'NN', 'NN', '.']	['O', 'O', 'O', 'O']
['Where', 'is', 'Vinkare', 'and', 'Herbalisti', '#', 'torillatavataa']	['WRB', 'VBZ', 'NNP', 'CC', 'NNP', '#', 'NN']	['O', 'O', 'B-person', 'O', 'B-person', 'O', 'O']
['First', 'Ho-', 'Oh', 'next', 'his', 'brother', 'Lugia']	['RB', 'NNP', 'NNP', 'IN', 'PRP$', 'NN', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'B-person']
['The', 'Clinton', 'Foundation', 'should', 'be', '#', '1', 'with', '$', '2', 'billion', 'collected', 'and', 'less', 'than', '10', '%', 'to', 'the', 'needy', '.']	['DT', 'NNP', 'NNP', 'MD', 'VB', '#', 'CD', 'IN', '$', 'CD', 'CD', 'VBN', 'CC', 'JJR', 'IN', 'CD', 'NN', 'TO', 'DT', 'NN', '.']	['B-corporation', 'B-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Request', ':', 'SML', 'Movie', ':', 'Princess', 'Peach', 'Comes', 'Back']	['NN', ':', 'JJ', 'NNP', ':', 'NNP', 'NNP', 'NNP', 'NNP']	['O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work']
['Am', 'I', 'the', 'only', 'one', 'who', 'cannot', 'stand', 'how', 'Ivanka', 'talks']	['NNP', 'PRP', 'DT', 'JJ', 'NN', 'WP', 'VBZ', 'VB', 'WRB', 'NNP', 'NNS']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']
"['mehmood', 'sahab', 'never', 'give', 'a', 'bad', 'word', 'to', 'some', 'person', 'mom', 'dad', 'he', 'said', 'pagal', 'kay', 'bacha', 'please', 'do', 'n', ""'"", 't', 'abuse']"	"['NN', 'NN', 'RB', 'VB', 'DT', 'JJ', 'NN', 'TO', 'DT', 'NN', 'JJ', 'NN', 'PRP', 'VBD', 'JJ', 'NN', 'NN', 'NN', 'VB', 'DT', ""''"", 'NN', 'NN']"	['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O']
['MLG', '6531', 'play', 'this', 'game']	['NN', 'CD', 'NN', 'DT', 'NN']	['B-person', 'I-person', 'O', 'O', 'O']
['hangwani', 'is', 'slaying', 'colours', 'like', 'her']	['NN', 'VBZ', 'VBG', 'NNS', 'IN', 'PRP$']	['B-person', 'O', 'O', 'O', 'O', 'O']
"['Where', 'can', 'we', 'find', 'Jessie', ""'"", 's', 'electric', 'bicycle', '?']"	['WRB', 'MD', 'PRP', 'VB', 'NNP', 'POS', 'NN', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O']
['Jews', 'left', 'black', 'an', 'came', 'back', 'white', 'r', '.', 'i', '.', 'p', 'Hitler']	['NNS', 'VBD', 'JJ', 'DT', 'VBD', 'RB', 'JJ', 'NN', '.', 'NN', '.', 'NN', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']
['Thank', 'you', 'for', 'this', '!', '!', '!', '!', '!', '!', 'Please', 'make', 'more', 'music', '!']	['NNP', 'PRP', 'IN', 'DT', '.', '.', '.', '.', '.', '.', 'NNP', 'VB', 'JJR', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['1', ':', '14', '""', 'Bars', 'could', 'n', ""'"", 't', 'keep', 'them', 'apart', '""', 'Yeah', '.', '.', '.', 'but', 'he', 'was', 'n', ""'"", 't', 'behind', 'bars']"	"['CD', ':', 'CD', 'NN', 'NNP', 'MD', 'VB', 'POS', 'JJ', 'VB', 'PRP', 'RB', 'VBZ', 'NNP', '.', '.', '.', 'CC', 'PRP', 'VBD', 'JJ', ""''"", 'NN', 'IN', 'NNS']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Go', 'to', 'Clark', 'Airbase', 'Hospital', '.']	['VB', 'TO', 'NNP', 'NNP', 'NNP', '.']	['O', 'O', 'B-location', 'I-location', 'I-location', 'O']
['Bulbulay', 'is', 'so', 'so', 'so', 'funny', 'ð\x9f\x98\x82']	['NNP', 'VBZ', 'RB', 'RB', 'RB', 'JJ', 'NN']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O']
['Useless', 'staged', 'vid', 'posted', 'for', 'likes', 'and', 'publicity', '.', 'Merc', 'driver', 'is', 'sitting', 'on', 'pavement', 'at', '0', ':', '15', '.']	['NNP', 'VBD', 'NNS', 'VBN', 'IN', 'NNS', 'CC', 'NN', '.', 'NNP', 'NN', 'VBZ', 'VBG', 'IN', 'NN', 'IN', 'CD', ':', 'CD', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['The', 'hood', 'opening', 'reminds', 'me', 'of', 'a', 'classic', 'Saab', '900', '.']	['DT', 'NN', 'VBG', 'NNS', 'PRP', 'IN', 'DT', 'JJ', 'NNP', 'CD', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O']
['That', 'first', 'Yank', 'in', 'the', 'pub', 'would', 'have', 'been', 'taking', 'his', 'teeth', 'home', 'in', 'a', 'bag']	['DT', 'JJ', 'NNP', 'IN', 'DT', 'NN', 'MD', 'VB', 'VBN', 'VBG', 'PRP$', 'NN', 'NN', 'IN', 'DT', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['there', 'are', 'like', '785', 'PokÃ©mon', 'think']	['EX', 'VBP', 'IN', 'CD', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'B-creative-work', 'O']
"['Can', 'you', 'set', 'up', 'auditory', 'controls', 'so', 'that', 'I', 'do', 'n', ""'"", 't', 'have', 'to', 'dirty', 'up', 'my', 'mirror', '?', 'Thanks', ',', '-', 'Damien']"	"['MD', 'PRP', 'VB', 'RP', 'NN', 'NNS', 'IN', 'IN', 'PRP', 'VBP', 'DT', ""''"", 'NNS', 'VBP', 'TO', 'VB', 'RP', 'PRP$', 'NN', '.', 'NNS', ',', ':', 'NN']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']
