words	pos	ner
['@xXLauraJXx', 'ino', 'i', 'did', 'tweet', 'him', 'b4', 'n', 'justthen', 'about', 'kenny', 'signing', 'his', 'book', 'but', 'it', 'was', 'today', 'ive', 'already', 'missed', 'it', ':(']	['IN', 'NN', 'NN', 'VBD', 'VB', 'PRP', 'VB', 'RB', 'NN', 'IN', 'NN', 'VBG', 'PRP$', 'NN', 'CC', 'PRP', 'VBD', 'NN', 'JJ', 'RB', 'VBD', 'PRP', 'VB']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['800', 'miles', 'to', 'see', 'clients', ',', '3', 'ACC', 'candidate/commissioner', 'meetings', ',', 'big', 'press', 'release', ',', 'making', 'it', 'to', 'Friday', '..', 'PRICELESS', '!']	['CD', 'NNS', 'TO', 'VB', 'NNS', ',', 'CD', 'NNP', 'NN', 'NNS', ',', 'JJ', 'NN', 'NN', ',', 'VBG', 'PRP', 'TO', 'NNP', 'NNP', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['This', 'is', 'a', 'battle', 'song', '..', 'Brothers', 'and', 'sisters', '..', 'Time', 'to', 'go', 'to', 'war', '!']	['DT', 'VBZ', 'DT', 'NN', 'NN', 'NNP', 'NNPS', 'CC', 'NNS', 'VBP', 'NNP', 'TO', 'VB', 'TO', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['HAPPY', 'B', '.', 'DAY', 'TORA', '*OOOOOOOOO*', '~']	['NNP', 'NNP', '.', 'NNP', 'NNP', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@shoeboxL', 'Happy', 'Birthday', '!', 's/n', 'what', 'did', 'I', 'miss', 'in', 'Doc', 'Lewis', ""'"", 'class', 'today', '?', 'lol']"	['NN', 'JJ', 'NN', '.', 'VB', 'WP', 'VBD', 'PRP', 'VBP', 'IN', 'NNP', 'NNP', 'POS', 'NN', 'NN', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O']
['-', 'FantasyPro', '.', 'net', 'offers', 'a', '100%', 'Deposit', 'Match', 'and', '$5', 'in', 'credits', 'for', 'each', 'referral', 'this', 'week', 'only', '!', 'Must', 'deposit', 'by', '1pm', 'ET', 'Sunday', 'Sept', '19th', '.']	[':', 'NN', '.', 'JJ', 'VBZ', 'DT', 'CD', 'NNP', 'NNP', 'CC', 'NNP', 'IN', 'NNS', 'IN', 'DT', 'NN', 'DT', 'NN', 'RB', '.', 'NNP', 'NN', 'IN', 'CD', 'NNP', 'NNP', 'NNP', 'CD', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['neck', 'hurts', 'and', 'no', 'time', 'to', 'schedule', 'acupuncture', 'and', 'massage', '.']	['NN', 'NNS', 'CC', 'DT', 'NN', 'TO', 'VB', 'NN', 'CC', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['RT', '@justinbieber', ':', 'RT', '@StephLeveridge', '@justinbieber', ""i'm"", 'having', 'a', 'bad', 'day', ':(', 'Just', 'a', 'hi', 'from', 'you', 'would', 'turn', 'it', 'around(', ':', 'Love', 'you', 'xxxxxxx', '=', 'HI', '!']"	['JJ', 'NNP', ':', 'NNP', 'NNP', 'NNP', 'NN', 'VBG', 'DT', 'JJ', 'NN', 'NNP', 'NNP', 'DT', 'NN', 'IN', 'PRP', 'MD', 'VB', 'PRP', 'VBZ', ':', 'VB', 'PRP', 'VBP', 'JJ', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['RT', '@mindykaling', ':', 'When', 'you', 'wear', 'your', 'heart', 'on', 'your', 'sleeve', ',', 'make', 'sure', 'your', 'shirt', 'is', ""f'ing"", 'dope', '.']"	['NNP', 'NN', ':', 'WRB', 'PRP', 'VBP', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', ',', 'VB', 'JJ', 'PRP$', 'NN', 'VBZ', 'VBG', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"[""We're"", 'on', 'the', 'tall', 'ship', 'Silva', 'tonight', '.', 'Still', 'a', 'few', 'tickets', 'available', '.', 'Rain', 'is', 'gone', 'and', ""we're"", 'getting', 'ready', 'to', 'set', 'sail', '.', '1030', 'PM', 'we', 'depart']"	['NNP', 'IN', 'DT', 'JJ', 'NN', 'NNP', 'NN', '.', 'RB', 'DT', 'JJ', 'NNS', 'JJ', '.', 'NN', 'VBZ', 'VBN', 'CC', 'IN', 'VBG', 'JJ', 'TO', 'VB', 'NN', '.', 'CD', 'NNP', 'PRP', 'VBP']	['O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hoyy', 'One', 'Day', 'Lindooo', 'Pero', 'Un', 'Touch', 'De', 'Aburrimiento', ':', 'S']	['NNP', 'CD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', ':', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Playboy', '-', '10', 'October', '2010', 'Slovenia', ':', 'Playboy', '-', '10', 'October', '2010', 'SloveniaSlovene', '|', '138', 'pages', '|', 'PDF', '|', '39.45', 'Mb', 'http://bit.ly/aJILb4']	['NNP', ':', 'CD', 'NNP', 'CD', 'NNP', ':', 'NNP', ':', 'CD', 'NNP', 'CD', 'NNP', 'VBD', 'CD', 'NNS', 'VBP', 'NNP', 'NNP', 'CD', 'NNP', 'NN']	['B-corporation', 'O', 'O', 'O', 'O', 'B-location', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['RT', '@fresh_av8ted', ':', 'Tonight', '!', '""', 'Sex', 'In', 'The', 'City', '""', 'Pt', '.', '2', 'at', '#ZULA', '!', 'Hosted', 'By', ':', '30+', 'Beautiful', 'Ladies', '!', '[', 'PLz', 'RT', ']']"	['NNP', 'VBD', ':', 'NN', '.', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', '.', 'CD', 'IN', 'NN', '.', 'VBN', 'IN', ':', 'CD', 'NNP', 'NNPS', '.', 'VB', 'NNP', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@Slijterijmeisje', ':', 'Kreeg', 'net', 'een', 'bruikbare', 'tip', 'van', 'iemand', 'die', 'vorige', 'week', 'was', 'begonnen', 'met', 'een', 'whiskydieet', ',', 'hij', 'was', 'nu', 'al', '3', 'dagen', 'kwijt']	['NNP', 'NN', ':', 'NNP', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'FW', 'NN', 'VBD', 'JJ', 'VBD', 'JJ', 'NN', ',', 'NN', 'VBD', 'JJ', 'RB', 'CD', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Accounts', 'Payable', 'Coordinator', 'North', 'York', '-', '$37K', '(', '1', 'year', 'Contract)Location', ':', 'Toronto', ',', 'Ontario', ',', 'CANADA', '...', 'http://bit.ly/aOe78A', '#jobs']	['NNS', 'JJ', 'NNP', 'NNP', 'NNP', ':', 'NN', '(', 'CD', 'NN', 'NN', ':', 'NNP', ',', 'NNP', ',', 'NNP', ':', 'NN', 'NN']	['O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'B-location', 'O', 'B-location', 'O', 'O', 'O']
['Spent', 'all', 'of', 'last', 'night', 'puking', ',', 'and', 'all', 'of', 'today', 'fretting', '.', 'Some', 'people', 'totally', 'fail', 'to', 'pick', 'up', 'the', 'slack', 'when', 'you', 'are', 'away', '.']	['NNP', 'DT', 'IN', 'JJ', 'NN', 'NN', ',', 'CC', 'DT', 'IN', 'NN', 'NN', '.', 'DT', 'NNS', 'RB', 'VBP', 'TO', 'VB', 'RP', 'DT', 'NN', 'WRB', 'PRP', 'VBP', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['If', 'you', 'are', 'in', 'Belfast', 'this', 'weekend', 'go', 'to', 'Botanic', 'Gdns', ',', 'for', 'Taste', 'N', 'I', ',', 'free', 'food', 'drink', 'face', 'painting', 'etc', '.', 'Should', 'be', 'good', 'day', 'out', '.', 'Sat', '&amp;', 'Sun']	['IN', 'PRP', 'VBP', 'IN', 'NNP', 'DT', 'NN', 'VBP', 'TO', 'NNP', 'NNP', ',', 'IN', 'NNP', 'NNP', 'PRP', ',', 'JJ', 'NN', 'VB', 'NN', 'VBG', 'NNS', '.', 'MD', 'VB', 'JJ', 'NN', 'IN', '.', 'NNP', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['overheard', 'on', 'subway', '...""', 'so', 'when', 'you', 'run', ',', 'do', 'your', 'elbows', 'sweat', '?""']"	['RB', 'IN', 'NN', 'NNS', 'RB', 'WRB', 'PRP', 'VBP', ',', 'VBP', 'PRP$', 'NNS', 'VBP', 'NNS']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['But', 'what', 'happens', 'when', 'karam', 'turns', 'right', 'around', 'and', 'bites', 'you', '?', 'And', 'everything', 'you', 'stand', 'for', 'turns', 'on', 'you', 'despite', 'you', '?']	['CC', 'WP', 'VBZ', 'WRB', 'NN', 'VBZ', 'JJ', 'IN', 'CC', 'VBZ', 'PRP', '.', 'CC', 'NN', 'PRP', 'VBP', 'IN', 'NNS', 'IN', 'PRP', 'IN', 'PRP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Getting', 'this', 'head', 'right', 'for', 'whateva', 'I', 'get', 'into', 'tonite', '#sittinupunderthedryertweet']	['VBG', 'DT', 'NN', 'NN', 'IN', 'NN', 'PRP', 'VBP', 'IN', 'JJ', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Owner', 'says', 'its', 'cool', '.', 'Trying', 'to', 'get', 'info', 'on', 'when', ""they'll"", 'be', 'back', 'in', 'town', 'now', '@AandLClothingCo']"	['NNP', 'VBZ', 'PRP$', 'NN', '.', 'VBG', 'TO', 'VB', 'NN', 'IN', 'WRB', 'NN', 'VB', 'RB', 'IN', 'NN', 'RB', 'VBP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Easy', 'A', 'tonight', '.', 'WOOOO']	['NNP', 'NNP', 'NN', '.', 'VB']	['O', 'O', 'O', 'O', 'O']
['Whats', 'goin', 'on', '(', 'in', 'tally', ')', 'tonight', 'twitter', '!!']	['NNS', 'VBP', 'IN', '(', 'IN', 'RB', ')', 'NN', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O']
['going', 'now', 'guiseeeee', '...', 'if', 'i', 'dont', 'see', 'you', 'through', 'the', 'week', 'ill', 'see', 'you', 'through', 'the', 'window', ':)', ':)']	['VBG', 'RB', 'VBP', ':', 'IN', 'JJ', 'VBP', 'VBP', 'PRP', 'IN', 'DT', 'NN', 'NN', 'VBP', 'PRP', 'IN', 'DT', 'NN', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['jus', 'about', 'to', 'get', 'dressed', 'and', 'leave', 'again', '....', 'smh', 'a', 'very', 'long', 'day']	['NN', 'IN', 'TO', 'VB', 'VBN', 'CC', 'VB', 'RB', 'JJ', 'VBP', 'DT', 'RB', 'JJ', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@klutzy_girl', '@ratherastory', 'I', 'wrote', '74,000', 'words', 'in', 'February', '.']	['JJ', 'NN', 'PRP', 'VBD', 'CD', 'NNS', 'IN', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@davehodg', ':', 'Pope', 'says', 'atheists', 'pick', '&amp;', 'choose', 'their', 'morals', '.', 'Correct', '.', 'Today', 'I', 'will', 'be', 'frowning', 'on', 'child', 'abuse', '&amp;', 'not', 'having', 'a', 'problem', 'wit', '...']	['NNP', 'NN', ':', 'NNP', 'VBZ', 'NNS', 'VBP', 'NNS', 'VBP', 'PRP$', 'NNS', '.', 'NNP', '.', 'NN', 'PRP', 'MD', 'VB', 'VBG', 'IN', 'NN', 'NN', 'VBZ', 'RB', 'VBG', 'DT', 'NN', 'NN', ':']	['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Sunday', 'can', 'you', 'please', 'hurry', 'up', 'and', 'get', 'here', 'already', '?!', 'I', 'want', 'to', 'see', '@nickjonas', '@kevinjonas', '@joejonas', 'already', '!', 'Concert', ""'s"", 'going', 'to', 'be', 'rad', '!', ':P']"	['NNP', 'MD', 'PRP', 'VB', 'VB', 'RP', 'CC', 'VB', 'RB', 'RB', 'VBP', 'PRP', 'VBP', 'TO', 'VB', 'JJ', 'NNP', 'NNP', 'RB', '.', 'NNP', 'POS', 'VBG', 'TO', 'VB', 'JJ', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['VMAs', '.', '(', ':', 'I', 'control', 'my', 'own', 'life', ',', 'Charles', 'was', 'never', 'in', 'charge', '!!', 'It', ""'s"", 'def', 'one', 'of', 'THOSE', 'days', '.', 'Haha']"	['NNP', '.', '(', ':', 'PRP', 'VBP', 'PRP$', 'JJ', 'NN', ',', 'NNP', 'VBD', 'RB', 'IN', 'NN', 'VBP', 'PRP', 'VBZ', 'JJ', 'CD', 'IN', 'NNP', 'NNS', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@samanthaaai', 'Up', 'super', 'duper', 'early', 'next', 'week', ':', '|']	['VB', 'RP', 'JJR', 'IN', 'RB', 'JJ', 'NN', ':', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['FRIDAY', 'Sept', '.', '17', 'http://goo.gl/fb/83ib3']	['NNP', 'NNP', '.', 'CD', 'NN']	['O', 'O', 'O', 'O', 'O']
"['#blackholidays', '""', 'National', 'forget', 'the', 'he', 'say', 'she', 'say', '...', 'what', 'do', 'God', 'say', 'day', '""']"	['NNS', 'VBP', 'NNP', 'VB', 'DT', 'PRP', 'VB', 'PRP', 'VB', ':', 'WP', 'VBP', 'NNP', 'VB', 'NN', 'VB']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O']
"['@speedy1013', 'I', ""ain't"", 'seen', 'them', '!!', 'Hmm', 'maybe', 'have', 'to', 'download', 'next', 'time', 'we', 'have', 'a', 'movie', 'night', 'here', '.', 'Zombies', 'are', 'badass', '!']"	['NN', 'PRP', 'VBP', 'VBN', 'PRP', 'VBP', 'NNP', 'RB', 'VBP', 'TO', 'VB', 'JJ', 'NN', 'PRP', 'VBP', 'DT', 'NN', 'NN', 'RB', '.', 'NNS', 'VBP', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Beautiful', 'day', 'in', 'Chicago', '!', 'Nice', 'to', 'get', 'away', 'from', 'the', 'Florida', 'heat', '.']	['JJ', 'NN', 'IN', 'NNP', '.', 'NNP', 'TO', 'VB', 'RB', 'IN', 'DT', 'NNP', 'NN', '.']	['O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O']
"['Oscar', ""'s"", 'new', 'favorite', 'pass', 'time', 'is', 'running', 'as', 'fast', 'as', 'he', 'can', 'from', 'one', 'end', 'of', 'the', 'house', 'to', 'another', 'yelling', 'BuhBYYYYYE']"	['NNP', 'POS', 'JJ', 'JJ', 'NN', 'NN', 'VBZ', 'VBG', 'RB', 'RB', 'IN', 'PRP', 'MD', 'IN', 'CD', 'NN', 'IN', 'DT', 'NN', 'TO', 'DT', 'NN', 'NNP']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@geriatricus', ':', 'May', 'we', 'all', 'reflect', 'on', 'the', 'workings', 'of', 'our', 'hearts', ',', 'and', 'in', 'our', 'acts', ',', 'with', 'our', 'Jewish', 'friends', 'and', 'loved', 'ones', 'at', 'the', 'cusp', 'o', '...']	['JJ', 'NN', ':', 'NNP', 'PRP', 'DT', 'VBP', 'IN', 'DT', 'NNS', 'IN', 'PRP$', 'NNS', ',', 'CC', 'IN', 'PRP$', 'NNS', ',', 'IN', 'PRP$', 'JJ', 'NNS', 'CC', 'VBD', 'NNS', 'IN', 'DT', 'NN', 'NN', ':']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@iDame2Please', 'yea', 'u', 'c', 'da', 'pic', '1st', 'Presbyterian', 'all', 'day', 'lol']	['NN', 'NN', 'JJ', 'NN', 'NN', 'NN', 'CD', 'JJ', 'DT', 'NN', 'VBD']	['O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O']
['This', 'next', 'question', ',', 'may', 'take', 'a', 'few', 'moments', 'to', 'research', '.', 'BUT', 'the', 'answer', 'IS', 'on', 'JavaMonkeys', '.', 'com', '.', 'So', ',', 'we', 'will', 'pick', 'a', '...', 'http://fb.me/GTRhPujh']	['DT', 'JJ', 'NN', ',', 'MD', 'VB', 'DT', 'JJ', 'NNS', 'TO', 'NN', '.', 'IN', 'DT', 'NN', 'NNP', 'IN', 'NNP', '.', 'NN', '.', 'RB', ',', 'PRP', 'MD', 'VB', 'DT', ':', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Jan', 'Brewer', ':', 'Beheadings', '?', 'http://bit.ly/a2LBMP']	['NNP', 'NNP', ':', 'NNS', '.', 'NN']	['B-person', 'I-person', 'O', 'O', 'O', 'O']
['@EnticeMeBaby', 'Well', 'that', 'makes', 'sense', '.', 'When', 'you', 'have', 'real', 'life', 'trauma', ',', 'it', 'can', 'often', 'drain', 'your', 'energy', '&amp;', 'you', 'just', 'withdraw', 'into', 'yourself', '.', 'I', 'do', '.']	['RB', 'RB', 'IN', 'VBZ', 'NN', '.', 'WRB', 'PRP', 'VBP', 'JJ', 'NN', 'NN', ',', 'PRP', 'MD', 'RB', 'VB', 'PRP$', 'NN', 'IN', 'PRP', 'RB', 'VB', 'IN', 'PRP', '.', 'PRP', 'VBP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@mekamoe927', ""I've"", 'had', 'one', 'before', ',', 'but', 'it', 'was', 'a', 'short', 'experience', '(', 'double', 'entendre', 'intended)', '.']"	['NN', 'NNP', 'VBD', 'CD', 'IN', ',', 'CC', 'PRP', 'VBD', 'DT', 'JJ', 'NN', '(', 'JJ', 'NN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Tonight', ',', 'dinner', 'with', 'friends', '&lt;', '3']	['NNP', ',', 'NN', 'IN', 'NNS', 'VBP', 'CD']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Man', 'I', 'swear', 'I', 'bought', '2', 'new', 'outfits', 'but', 'it', ""'s"", 'cold', 'them', 'dresses', 'not', 'gettin', 'worn', 'today', '....']"	['NN', 'PRP', 'VBP', 'PRP', 'VBD', 'CD', 'JJ', 'NNS', 'CC', 'PRP', 'VBZ', 'JJ', 'PRP', 'VBZ', 'RB', 'JJ', 'JJ', 'NN', 'VBP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['A', 'Hughie', ""O'Donoghue"", 'painting', ',', 'some', 'great', 'curvy', 'pots', 'and', 'intricately', 'illuminated', 'Persian', 'books', '..', 'time', 'well', 'spent', 'in', 'the', 'Fitzwilliam', '.']"	['DT', 'NNP', 'NNP', 'NN', ',', 'DT', 'JJ', 'JJ', 'NNS', 'CC', 'RB', 'JJ', 'NNP', 'NNS', 'JJ', 'NN', 'RB', 'VBN', 'IN', 'DT', 'NNP', '.']	['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O']
['Greek', 'Festival', 'at', 'St', 'Johns', 'before', 'ASPEN']	['JJ', 'NNP', 'IN', 'NNP', 'NNP', 'IN', 'NNP']	['O', 'O', 'O', 'B-location', 'I-location', 'O', 'B-location']
['@BeliebinMinajj', 'OMG', 'MILLIONS', 'it', 'was', 'on', 'repeat', 'yesterday', 'all', 'day', 'till', 'my', 'last', 'lesson', 'and', 'then', 'around', '9pm', 'i', 'put', 'it', 'back', 'and', 'then', 'its', 'been', 'on']	['JJ', 'NNP', 'NNP', 'PRP', 'VBD', 'IN', 'NN', 'NN', 'DT', 'NN', 'VB', 'PRP$', 'JJ', 'NN', 'CC', 'RB', 'IN', 'CD', 'NN', 'VBD', 'PRP', 'RB', 'CC', 'RB', 'PRP$', 'VBN', 'IN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['If', 'you', 'are', 'staying', 'in', 'Gainesville', ',', 'come', 'check', 'out', 'Costa', 'Lounge', 'TONIGHT', '!', 'Say', 'you', 'are', 'with', 'salsa', 'caliente', 'and', 'get', 'in', '...', 'http://fb.me/FZVzm8H9']	['IN', 'PRP', 'VBP', 'VBG', 'IN', 'NNP', ',', 'VB', 'NN', 'IN', 'NNP', 'NNP', 'NNP', '.', 'NNP', 'PRP', 'VBP', 'IN', 'JJ', 'NN', 'CC', 'VB', 'IN', ':', 'NN']	['O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O']
['I', 'think', 'one', 'of', 'the', 'coolest', 'things', 'to', 'do', 'would', 'be', 'to', 'hang', 'out', 'with', 'the', 'Rza', 'for', 'a', 'day', '.']	['PRP', 'VBP', 'CD', 'IN', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'MD', 'VB', 'TO', 'VB', 'RP', 'IN', 'DT', 'NNP', 'IN', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O']
['Going', 'on', 'a', '&amp;#39', ';d', 'ate&amp;#39', ';', 'with', 'Whitney', 'tonight', ',', ':P', '.', 'Haha', '.']	['VBG', 'IN', 'DT', 'JJ', 'NNP', 'NN', ':', 'IN', 'NNP', 'NN', ',', 'NNP', '.', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']
"['Day', 'three', 'of', 'St', 'John', ""'s"", 'wort', 'tea', 'for', 'anxiety', '.', 'So', 'far', 'today', 'I', 'havent', 'had', 'a', 'panic', ""attack...we'll"", 'see', 'if', 'this', 'works', '!']"	['NNP', 'CD', 'IN', 'NNP', 'NNP', 'POS', 'NN', 'NN', 'IN', 'NN', '.', 'RB', 'RB', 'NN', 'PRP', 'VBP', 'VBD', 'DT', 'JJ', 'NN', 'VB', 'IN', 'DT', 'VBZ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['is', 'at', 'Home-Going', 'Well', '-', 'I', 'take', 'a', 'Break-Online', 'Saturday', '4:30', 'pm-', '6:00', 'pm', 'ET-', 'Good', 'Day-', 'Good', 'Night-Good', 'Week-End', '!!!']	['VBZ', 'IN', 'NNP', 'NNP', ':', 'PRP', 'VBP', 'DT', 'NNP', 'NNP', 'CD', 'JJ', 'CD', 'JJ', 'JJ', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
